name_source	name	source	type	name1	name2	descr1	descr2	descr3	description
	Omphale	Greek	mythological figures			Omphale			Omphale — A queen of Lydia to whom Heracles was required to become a slave for the period of a year.
	Polyxo	Greek	mythological figures			Polyxo			Polyxo — The name of several mythological figures.
Περσεφόνη	Persephone	Greek	Chthonic deities			Persephone	Περσεφόνη	, queen of the underworld, wife of Hades and goddess of spring growth	Persephone (Περσεφόνη), queen of the underworld, wife of Hades and goddess of spring growth
Αρκάς	Arcas	Greek	mythological figures			Arcas	Αρκάς	 — son of Zeus and Callisto.	Arcas (Αρκάς) — son of Zeus and Callisto.
	Magnes	Greek	mythological figures			Magnes			Magnes — The name of several mythological figures.
Τάρταρος	Tartarus	Greek	Chthonic deities			Tartarus	Τάρταρος	, the primeval god of the dark, stormy pit of Hades	Tartarus (Τάρταρος), the primeval god of the dark, stormy pit of Hades
	Clonius	Greek	mythological figures			Clonius			Clonius — The name of several mythological figures.
		Greek	Seers/oracles						Mopsus, the name of two legendary seers
		Greek	Seers/oracles						Pythia, the oracle of Delphi
Ευρώτας	Eurotas	Greek	Rustic deities			Eurotas	Ευρώτας		Eurotas (Ευρώτας)
Μανία	Mania	Greek	Spirits			Mania	Μανία	, spirit or spirits of madness, insanity, and frenzy	Mania (Μανία), spirit or spirits of madness, insanity, and frenzy
	Selemnus	Greek	mythological figures			Selemnus			Selemnus — A man who loved the sea nymph Argyra.
	Prosymnus	Greek	mythological figures			Prosymnus			Prosymnus — A shepherd who aided Dionysus in rescuing Semele from Hades.
Αυγείας	Augeas	Greek	Kings			Augeas	Αυγείας	, a king of Elis	Augeas (Αυγείας), a king of Elis
	Creusa	Greek	mythological figures			Creusa			Creusa — The name of several mythological figures.
Χλωρίς	Chloris	Greek	Rustic deities			Chloris	Χλωρίς	, goddess of flowers and wife of Zephyrus	Chloris (Χλωρίς), goddess of flowers and wife of Zephyrus
	Diomede	Greek	mythological figures			Diomede			Diomede — The name of several mythological figures.
Βενθεσικύμη	Benthesikyme	Greek	Sea deities			Benthesikyme	Βενθεσικύμη	, daughter of Poseidon, who resided in Ethiopia	Benthesikyme (Βενθεσικύμη), daughter of Poseidon, who resided in Ethiopia
		Greek	Kings						Teutamides, a king of Larissa
Ενυάλιος	Enyalius	Greek	Other deities			Enyalius	Ενυάλιος	, minor god of war	Enyalius (Ενυάλιος), minor god of war
Ἀναξώ	Anaxo	Greek	mythological figures			Anaxo	Ἀναξώ	 — mother of Alcmene.	Anaxo (Ἀναξώ) — mother of Alcmene.
	Tydeus	Greek	mythological figures			Tydeus			Tydeus — father of Diomedes and one of the Seven Against Thebes.
		Greek	Seers/oracles						Branchus, a seer and son of Apollo
Επιμήδης	Epimedes	Greek	Rustic deities			Epimedes	Επιμήδης		Epimedes (Επιμήδης)
	Theiodamas	Greek	mythological figures			Theiodamas			Theiodamas — The name of several mythological figures.
Μήν	Men	Greek	Sky deities			Men	Μήν	, a lunar deity worshiped in the western interior parts of Anatolia.	Men (Μήν), a lunar deity worshiped in the western interior parts of Anatolia.
	Cynurus	Greek	mythological figures			Cynurus			Cynurus — A son of Perseus.
Μεγαλήσιος	Megalesius	Greek	Sea deities			Megalesius	Μεγαλήσιος		Megalesius (Μεγαλήσιος)
		Greek	Heroes						Odysseus, a hero and king of Ithaca whose adventures are the subject of Homer's Odyssey; he also played a key role during the Trojan War
		Greek	Seers/oracles						Asbolus, a seer Centaur
		Greek	Kings						Thyestes, a king of Mycenae and brother of Atreus
Ἀμφίμαχος	Amphimachus	Greek	mythological figures			Amphimachus	Ἀμφίμαχος	 — the name of several mythological figures.	Amphimachus (Ἀμφίμαχος) — the name of several mythological figures.
Μνήμη	Mneme	Greek	Other deities			Mneme	Μνήμη	, muse of memory	Mneme (Μνήμη), muse of memory
	Chloris	Greek	mythological figures			Chloris			Chloris — The name of several mythological figures.
Ἄλκιμος	Alcimus	Greek	mythological figures			Alcimus	Ἄλκιμος	 — the name of several mythological figures.	Alcimus (Ἄλκιμος) — the name of several mythological figures.
	Euippe	Greek	mythological figures			Euippe			Euippe — The name of several mythological figures.
Ποίνη	Poine	Greek	Spirits			Poine	Ποίνη	, spirit of retribution, vengeance, recompense, punishment, and penalty for the crime of murder and manslaughter	Poine (Ποίνη), spirit of retribution, vengeance, recompense, punishment, and penalty for the crime of murder and manslaughter
	Thisbe	Greek	mythological figures			Thisbe			Thisbe — Tragic lover of Pyramus, on whom Shakespeare's Juliet is based.
	Selene	Greek	mythological figures			Selene			Selene — The goddess of the moon.
	Medôn	Greek	mythological figures			Medôn			Medôn — The name of several mythological figures.
		Animals							Culex
		Greek	Notable women						Medea, a sorceress and wife of Jason, who killed her own children to punish Jason for his infidelity
		Greek	Kings						Cynortas, a king of Sparta
Ἀντιφάτης	Antiphates	Greek	mythological figures			Antiphates	Ἀντιφάτης	 — the name of several mythological figures.	Antiphates (Ἀντιφάτης) — the name of several mythological figures.
	Mariandynus	Greek	mythological figures			Mariandynus			Mariandynus — Eponymous hero of the Mariandyni.
Ἱλάειρα	Hilaera	Greek	mythological figures			Hilaera	Ἱλάειρα	 — one of the Leucippides, wife of Castor.	Hilaera (Ἱλάειρα) — one of the Leucippides, wife of Castor.
	Asterodia	Greek	mythological figures			Asterodia			Asterodia — The name of several mythological figures.
Κλειώ	Clio	Greek	Other deities			Clio	Κλειώ	, muse of history	Clio (Κλειώ), muse of history
	Arete	Greek	mythological figures			Arete			Arete — Wife of Alcinous.
Λύσσα	Lyssa	Greek	Spirits			Lyssa	Λύσσα	, spirit of rage, fury and rabies in animals	Lyssa (Λύσσα), spirit of rage, fury and rabies in animals
	Clymenus	Greek	mythological figures			Clymenus			Clymenus — The name of several mythological figures.
Κλήτα	Cleta	Greek	Other deities			Cleta	Κλήτα	 "the glorious"	Cleta (Κλήτα) "the glorious"
		Greek	Kings						Oedipus, a king of Thebes fated to kill his father and marry his mother
		Greek	Seers/oracles						Anius, son of Apollo who prophesied that the Trojan War would be won in its tenth year
	Phylacus	Greek	mythological figures			Phylacus			Phylacus — The name of several mythological figures.
Ἄργης	Arges	Greek	Gigantes			Arges	Ἄργης		Arges (Ἄργης)
		Greek	Kings						Polybus of Thebes, a king of Thebes
	Ialmenus	Greek	mythological figures			Ialmenus			Ialmenus — A son of Ares who sailed with the Argonauts.
	Xuthus	Greek	mythological figures			Xuthus			Xuthus — A son of Hellen and Orseis and father of Ion and Achaeus.
Ἕρση	Ersa	Greek	Sky deities			Ersa	Ἕρση	, goddess of the morning dew	Ersa (Ἕρση), goddess of the morning dew
Lucanian red-figure bell-krater, late 5th century BC	Achilles and Penthesileia	Greek	Amazons			Achilles and Penthesileia	Lucanian red-figure bell-krater, late 5th century BC		Achilles and Penthesileia (Lucanian red-figure bell-krater, late 5th century BC)
	Callidice	Greek	mythological figures			Callidice			Callidice — queen of Thesprotia and wife of Odysseus.
		Animals							Yaffingale
Ἁντίων	Antion	Greek	mythological figures			Antion	Ἁντίων	 — father of Ixion.	Antion (Ἁντίων) — father of Ixion.
	Eurypylus	Greek	mythological figures			Eurypylus			Eurypylus — The name of several mythological figures.
Μολπαδία	Molpadia	Greek	Amazons			Molpadia	Μολπαδία	, an Amazon who killed Antiope	Molpadia (Μολπαδία), an Amazon who killed Antiope
Ἑστία, Hestía	Hestia	Greek	Deity			Hestia	Ἑστία, Hestía	 Virgin goddess of the hearth, home, and chastity. She is a daughter of Rhea and Cronus, and a sister of Zeus. Not often identifiable in Greek art, she appeared as a modestly veiled woman. Her symbols are the hearth and kettle. In some accounts, she gave up her seat as one of the Twelve Olympians in favor of Dionysus, and she plays little role in Greek myths. Her Roman counterpart Vesta, however, was a major deity of the Roman state.	Hestia (Ἑστία, Hestía) Virgin goddess of the hearth, home, and chastity. She is a daughter of Rhea and Cronus, and a sister of Zeus. Not often identifiable in Greek art, she appeared as a modestly veiled woman. Her symbols are the hearth and kettle. In some accounts, she gave up her seat as one of the Twelve Olympians in favor of Dionysus, and she plays little role in Greek myths. Her Roman counterpart Vesta, however, was a major deity of the Roman state.
Ὠκεανός (Ōceanós)	Oceanus	Greek	The Twelve Titans						Titan of the all-encircling river Oceans around the earth, the fount of all the Earth's fresh-water.
Ἀστυάναξ	Astyanax	Greek	mythological figures			Astyanax	Ἀστυάναξ	 — Infant son of Hector and Andromache, killed during the Sack of Troy.	Astyanax (Ἀστυάναξ) — Infant son of Hector and Andromache, killed during the Sack of Troy.
Άσβολος	Asbolus	Greek	Rustic deities			Asbolus	Άσβολος		Asbolus (Άσβολος)
	Asius	Greek	mythological figures			Asius			Asius — The name of two people who fought during the Trojan War.
Ηλέκτρα	Electra	Greek	Sky deities			Electra	Ηλέκτρα		Electra (Ηλέκτρα)
		Animals							Morel
Ώρες	The Horae	Greek	Rustic deities			The Horae	Ώρες	, The Hours, the goddesses of natural order	The Horae (Ώρες), The Hours, the goddesses of natural order
	Evaechme	Greek	mythological figures			Evaechme			Evaechme — The name of several mythological figures.
Ἠώς (Ēṓs)	Eos	Greek	The Twelve Titans						Titaness of the dawn.
Ούρος	The Ourea	Greek	Rustic deities			The Ourea	Ούρος	, primeval gods of mountains	The Ourea (Ούρος), primeval gods of mountains
	Cleodaeus	Greek	mythological figures			Cleodaeus			Cleodaeus — A grandson of Heracles.
		Greek	mythological figures						
Ἀριστόδημος	Aristodemus	Greek	mythological figures			Aristodemus	Ἀριστόδημος	 — A descendant of Heracles who helped lead the Dorian Invasion.	Aristodemus (Ἀριστόδημος) — A descendant of Heracles who helped lead the Dorian Invasion.
	Tyro	Greek	mythological figures			Tyro			Tyro — Daughter of Salmoneus.
	Socus	Greek	mythological figures			Socus			Socus — The name of several mythological figures.
		Greek	Kings						Cylarabes, a king of Argos
	Cilla	Greek	mythological figures			Cilla			Cilla — The name of several mythological figures.
Κυαμίτης	Cyamites	Greek	Agricultural deities			Cyamites	Κυαμίτης	, demi-god of the bean	Cyamites (Κυαμίτης), demi-god of the bean
		Greek	Kings						Creon, a king of Corinth who was hospitable towards Jason and Medea
Αίας ο Μικρός	Ajax the Lesser	Greek	Heroes			Ajax the Lesser	Αίας ο Μικρός	, a hero of the Trojan War and leader of the Locrian army	Ajax the Lesser (Αίας ο Μικρός), a hero of the Trojan War and leader of the Locrian army
Ἀστραῖος (Astraîos)	Astraeus	Greek	The Twelve Titans						Titan of dusk, stars, and planets, and the art of astrology.
		Greek	Kings						Argeus, a king of Argos
Ακτή	Akte, Acte	Greek	Rustic deities			Akte, Acte	Ακτή	 or Cypris (Κυπρίς), eating and pleasure, the second of the afternoon work hours	Akte, Acte (Ακτή) or Cypris (Κυπρίς), eating and pleasure, the second of the afternoon work hours
		Greek	Kings						Eurotas, a king of Sparta
Μέδουσα	Medusa	Greek	Sea deities			Medusa	Μέδουσα	, the only mortal of the three	Medusa (Μέδουσα), the only mortal of the three
Καικίας	Caicias	Greek	Sky deities			Caicias	Καικίας	, god of the northeast wind	Caicias (Καικίας), god of the northeast wind
		Greek	Inmates of Tartarus						The Danaides, forty-nine daughters of Danaus who murdered their husbands and were condemned to an eternity of carrying water in leaky jugs
Αιτωλός	Aetolus	Greek	Kings			Aetolus	Αιτωλός	, a king of Elis	Aetolus (Αιτωλός), a king of Elis
Αντιγόνη	Antigone	Greek	Notable women			Antigone	Αντιγόνη	, daughter of Oedipus and Jocasta	Antigone (Αντιγόνη), daughter of Oedipus and Jocasta
Πάλλας (Pállas)	Pallas	Greek	The Twelve Titans						Titan of warcraft. He was killed by Athena during the Titanomachy.
	Capaneus	Greek	mythological figures			Capaneus			Capaneus — An arrogant warrior who was struck down by Zeus.
Ἀρισταῖος	Aristaeus	Greek	Rustic deities			Aristaeus	Ἀρισταῖος	, god of bee-keeping, cheese-making, herding, olive-growing, and hunting	Aristaeus (Ἀρισταῖος), god of bee-keeping, cheese-making, herding, olive-growing, and hunting
Μύλας	Mylas	Greek	Sea deities			Mylas	Μύλας		Mylas (Μύλας)
Ἀλῳάδαι	Aloadae	Greek	Gigantes			Aloadae	Ἀλῳάδαι	, twin giants who attempted to climb to Olympus by piling mountains on top of each other.	Aloadae (Ἀλῳάδαι), twin giants who attempted to climb to Olympus by piling mountains on top of each other.
Θεία (Theía)	Theia	Greek	The Twelve Titans						Titaness of sight and the shining light of the clear blue sky. She is the consort of Hyperion, and mother of Helios, Selene, and Eos.
	Chalciope	Greek	mythological figures			Chalciope			Chalciope — The name of several mythological figures.
Τελχινες	The Telchines	Greek	Sea deities			The Telchines	Τελχινες	, sea spirits native to the island of Rhodes; the gods killed them when they turned to evil magic	The Telchines (Τελχινες), sea spirits native to the island of Rhodes; the gods killed them when they turned to evil magic
Ευτέρπη	Euterpe	Greek	Other deities			Euterpe	Ευτέρπη	, muse of musical poetry	Euterpe (Ευτέρπη), muse of musical poetry
Πόντος	Pontos	Greek	Sea deities			Pontos	Πόντος	, primeval god of the sea, father of the fish and other sea creatures	Pontos (Πόντος), primeval god of the sea, father of the fish and other sea creatures
Ἱλάειρα	Hilaera	Greek	Deified mortals			Hilaera	Ἱλάειρα	, wife of Castor	Hilaera (Ἱλάειρα), wife of Castor
Αυξησία	Auxesia	Greek	Other deities			Auxesia	Αυξησία	 and Damia (Δαμία), two local fertility goddesses	Auxesia (Αυξησία) and Damia (Δαμία), two local fertility goddesses
Λευκοσία	Leucosia	Greek	Sea deities			Leucosia	Λευκοσία		Leucosia (Λευκοσία)
Λαμπάδες	Lampades	Greek	Chthonic deities			Lampades	Λαμπάδες	, torch-bearing Underworld nymphs	Lampades (Λαμπάδες), torch-bearing Underworld nymphs
Ἰωκή	Ioke	Greek	Spirits			Ioke	Ἰωκή	, spirit of pursuit in battle	Ioke (Ἰωκή), spirit of pursuit in battle
	Imbrius	Greek	mythological figures			Imbrius			Imbrius — A son-in-law of Priam.
	Schoeneus	Greek	mythological figures			Schoeneus			Schoeneus — The name of several mythological figures.
Θάλασσα	Thalassa	Greek	Sea deities			Thalassa	Θάλασσα	, primeval goddess of the sea and consort of Pontos	Thalassa (Θάλασσα), primeval goddess of the sea and consort of Pontos
		Greek	Kings						Theseus, a king of Athens and slayer of the Minotaur
	Eurytion	Greek	mythological figures			Eurytion			Eurytion — The name of several mythological figures.
Ἰνώ	Ino	Greek	mythological figures			Ino	Ἰνώ	 — a Theban princess who became the sea goddess Leucothea	Ino (Ἰνώ) — a Theban princess who became the sea goddess Leucothea
		Animals							Aardwolf
Αναξ	Anax	Greek	Gigantes			Anax	Αναξ	 was a giant of the island of Lade near Miletos in Lydia, Anatolia.	Anax (Αναξ) was a giant of the island of Lade near Miletos in Lydia, Anatolia.
	Iphianeira	Greek	mythological figures			Iphianeira			Iphianeira — The name of several mythological figures.
	Pelopia	Greek	mythological figures			Pelopia			Pelopia — The name of several mythological figures.
		Animals							Coypu
	Lycaste	Greek	mythological figures			Lycaste			Lycaste — The name of several mythological figures.
Καρκίνος	Karkinos	Greek	Sea deities			Karkinos	Καρκίνος	, a giant crab who allied itself with the Hydra against Heracles. When it died, Hera placed it in the sky as the constellation Cancer.	Karkinos (Καρκίνος), a giant crab who allied itself with the Hydra against Heracles. When it died, Hera placed it in the sky as the constellation Cancer.
	Argea	Greek	mythological figures			Argea			Argea — Daughter of Adrastus and wife of Polynices.
Πεμφρεδώ	Pemphredo	Greek	Sea deities			Pemphredo	Πεμφρεδώ		Pemphredo (Πεμφρεδώ)
Διόνυσος	Dionysus	Greek	Agricultural deities			Dionysus	Διόνυσος	, god of viticulture and wine	Dionysus (Διόνυσος), god of viticulture and wine
Αἴτνη	Aetna	Greek	Rustic deities			Aetna	Αἴτνη	, goddess of the volcanic Mount Etna in Sicily	Aetna (Αἴτνη), goddess of the volcanic Mount Etna in Sicily
Ὑμήν	Hymen	Greek	Spirits			Hymen	Ὑμήν	 or Hymenaeus (Ὑμεναιος), god of marriage ceremonies, inspiring feasts and song	Hymen (Ὑμήν) or Hymenaeus (Ὑμεναιος), god of marriage ceremonies, inspiring feasts and song
	Euphorion	Greek	mythological figures			Euphorion			Euphorion — The son of Achilles and Helen.
	Zetes	Greek	mythological figures			Zetes			Zetes — An Argonaut and son of Boreas.
Κοάλεμος	Koalemos	Greek	Spirits			Koalemos	Κοάλεμος	, spirit of stupidity and foolishness	Koalemos (Κοάλεμος), spirit of stupidity and foolishness
	Thersander	Greek	mythological figures			Thersander			Thersander — The name of several mythological figures.
Χρόνος (Chrónos)	Chronos	Greek	Ancient Greek name			The god of empirical time, sometimes equated with Aion. Not to be confused with the Titan Cronus	Kronos	, the father of Zeus.	The god of empirical time, sometimes equated with Aion. Not to be confused with the Titan Cronus (Kronos), the father of Zeus.
	Eurylochus	Greek	mythological figures			Eurylochus			Eurylochus — The second-in-command of Odysseus' ship during the return to Ithaca after the Trojan War.
	Phrontis	Greek	mythological figures			Phrontis			Phrontis — A son of Phrixus who sailed with the Argonauts.
Αιγαίων	Aegaeon	Greek	Sea deities			Aegaeon	Αιγαίων	, god of violent sea storms and ally of the Titans	Aegaeon (Αιγαίων), god of violent sea storms and ally of the Titans
		Greek	Notable women						Helen, daughter of Zeus and Leda, whose abduction brought about the Trojan War
		Greek	Kings						Erichthonius, a king of Athens, born of Hephaestus' attempt to rape Athena
	Lamedon	Greek	mythological figures			Lamedon			Lamedon — A son of Coronus of Sicyon.
Ἥλιος	Helios	Greek	Sky deities			Helios	Ἥλιος	, Titan god of the sun and guardian of oaths	Helios (Ἥλιος), Titan god of the sun and guardian of oaths
Λίψ	Lips	Greek	Sky deities			Lips	Λίψ	, god of the southwest wind	Lips (Λίψ), god of the southwest wind
Χάος (Cháos)	Chaos	Greek	Ancient Greek name						The personification of nothingness from which all of existence sprang. Depicted as a void. Initially genderless, later on described as female.
	Apemosyne	Greek	mythological figures			Apemosyne			Apemosyne — a daughter of Catreus who was raped by Hermes.
Τάρταρος (Tártaros)	Tartarus	Greek	Ancient Greek name			The god of the deepest, darkest part of the underworld, the Tartarean pit	which is also referred to as Tartarus itself	.	The god of the deepest, darkest part of the underworld, the Tartarean pit (which is also referred to as Tartarus itself).
		Greek	Kings						Alcmaeon, a king of Argos and one of the Epigoni
Αδράστεια	Adrastea	Greek	Other deities			Adrastea	Αδράστεια	, a daughter of Ares and Aphrodite, or an epithet of Nemesis	Adrastea (Αδράστεια), a daughter of Ares and Aphrodite, or an epithet of Nemesis
¨Αδης	Hades	Greek	Chthonic deities			Hades	¨Αδης	 God of underworld and all things beneath the earth	Hades (¨Αδης) God of underworld and all things beneath the earth
	Trochilus	Greek	mythological figures			Trochilus			Trochilus — Possible inventor of the chariot linked to cults of Hera and Demeter.
		Greek	Seers/oracles						Helenus, seer and twin brother of Cassandra, who later became king of Epirus
Αιθήρ	Aether	Greek	Sky deities			Aether	Αιθήρ	, primeval god of the upper air	Aether (Αιθήρ), primeval god of the upper air
		Greek	Kings						Aëthlius, first king of Elis
Μελινόη	Melinoe	Greek	Chthonic deities			Melinoe	Μελινόη	, daughter of Persephone and Zeus who presided over the propitiations offered to the ghosts of the dead	Melinoe (Μελινόη), daughter of Persephone and Zeus who presided over the propitiations offered to the ghosts of the dead
Νέμεσις (Némesis)	Nemesis	Greek	Ancient Greek name						The goddess of retribution.
Ἀχλύς (Akhlýs)	Achlys	Greek	Ancient Greek name						The goddess of poisons, and the personification of misery and sadness. Said to have existed before Chaos itself.
Ασβετος	Asbetos	Greek	Other deities			Asbetos	Ασβετος	, the charrer	Asbetos (Ασβετος), the charrer
Ἄργος Πανόπτης	Argus Panoptes	Greek	Gigantes			Argus Panoptes	Ἄργος Πανόπτης	, a hundred-eyed giant tasked with guarding over Io	Argus Panoptes (Ἄργος Πανόπτης), a hundred-eyed giant tasked with guarding over Io
	Telecleia	Greek	mythological figures			Telecleia			Telecleia — A daughter of Ilus and wife of Cisseus.
Οὐρανός (Ouranós)	Uranus	Greek	Ancient Greek name			The god of the heavens	Father Sky	; father of the Titans.	The god of the heavens (Father Sky); father of the Titans.
	Myrrha	Greek	mythological figures			Myrrha			Myrrha — The mother of Adonis.
Εκαέργη	Hekaerge	Greek	Rustic deities			Hekaerge	Εκαέργη	, represented distancing	Hekaerge (Εκαέργη), represented distancing
	Celtine	Greek	mythological figures			Celtine			Celtine — A Celtic princess and lover of Heracles.
	Hippolytus	Greek	mythological figures			Hippolytus			Hippolytus — A son of Theseus.
Ἄγλαυρος	Aglaulus	Greek	mythological figures			Aglaulus	Ἄγλαυρος	 — the name of several mythological figures.	Aglaulus (Ἄγλαυρος) — the name of several mythological figures.
Φιλότης	Philotes	Greek	Spirits			Philotes	Φιλότης	, spirit of friendship, affection, and sexual intercourse	Philotes (Φιλότης), spirit of friendship, affection, and sexual intercourse
	Molurus	Greek	mythological figures			Molurus			Molurus — The man killed by Hyettus.
	Iphinoe	Greek	mythological figures			Iphinoe			Iphinoe — The name of several mythological figures.
	Orion	Greek	mythological figures			Orion			Orion — A hunter whom Zeus placed among the stars as the constellation of Orion.
		Greek	Sea deities						Metis, Zeus' first wife, whom Zeus impregnated with Athena and then swallowed.
		Greek	Kings						Criasus, a king of Argos
Περσεύς	Perseus	Greek	Kings			Perseus	Περσεύς	, founder-king of Mycenae and slayer of the Gorgon Medusa	Perseus (Περσεύς), founder-king of Mycenae and slayer of the Gorgon Medusa
		Greek	Notable women						Cassandra, a princess of Troy cursed to see the future but never to be believed
Δόλος	Dolos	Greek	Spirits			Dolos	Δόλος	, spirit of trickery, cunning deception, craftiness, treachery, and guile	Dolos (Δόλος), spirit of trickery, cunning deception, craftiness, treachery, and guile
	Iphidamas	Greek	mythological figures			Iphidamas			Iphidamas — The name of several mythological figures.
		Greek	Heroes						Jason, leader of the Argonauts
Νίκων	Nikon	Greek	Sea deities			Nikon	Νίκων		Nikon (Νίκων)
		Greek	mythological figures						
λήθη	Lethe	Greek	Rustic deities			Lethe	λήθη		Lethe (λήθη)
		Greek	Heroes						Icarus, the son of the master craftsman Daedalus
	Enyeus	Greek	mythological figures			Enyeus			Enyeus — The name of several mythological characters.
		Greek	Notable women						Amymone, the one daughter of Danaus who refused to murder her husband, thus escaping her sisters' punishment
		Greek	Kings						Polybus of Sicyon, a king of Sicyon and son of Hermes
	Polystratus	Greek	mythological figures			Polystratus			Polystratus — A youth of Dyme, Achaea.
	Cebriones	Greek	mythological figures			Cebriones			Cebriones — An illegitimate son of Priam.
		Greek	Kings						Megareus of Thebes, a king of Thebes
Ηχώ	Echo	Greek	Rustic deities			Echo	Ηχώ	, a nymph cursed never to speak except to repeat the words of others	Echo (Ηχώ), a nymph cursed never to speak except to repeat the words of others
Κεραων	Ceraon	Greek	Other deities			Ceraon	Κεραων	, demi-god of the meal, specifically the mixing of wine	Ceraon (Κεραων), demi-god of the meal, specifically the mixing of wine
Άδμητος	Admetus	Greek	Kings			Admetus	Άδμητος	, a king of Pherae who sailed with the Argonauts and participated in the Calydonian Boar hunt	Admetus (Άδμητος), a king of Pherae who sailed with the Argonauts and participated in the Calydonian Boar hunt
		Greek	Kings						Demophon of Athens, a king of Athens
Δύσις	Dysis	Greek	Rustic deities			Dysis	Δύσις	, sunset	Dysis (Δύσις), sunset
	Hyamus	Greek	mythological figures			Hyamus			Hyamus — maternal grandfather of Delphus.
		Greek	Kings						Epaphus, a king of Egypt and founder of Memphis, Egypt
Ἀκάμας	Acamas, son of Antenor	Greek	mythological figures			Acamas, son of Antenor	Ἀκάμας	 — son of Antenor who fought in the Trojan war on the side of Troy.	Acamas, son of Antenor (Ἀκάμας) — son of Antenor who fought in the Trojan war on the side of Troy.
		Greek	Kings						Oxyntes, a king of Athens
Ἀστυπάλαια	Astypalaea	Greek	mythological figures			Astypalaea	Ἀστυπάλαια	 — A lover of Poseidon.	Astypalaea (Ἀστυπάλαια) — A lover of Poseidon.
	Eleuther	Greek	mythological figures			Eleuther			Eleuther — The name of several mythological figures.
	Hero and Leander	Greek	mythological figures			Hero and Leander			Hero and Leander — Star-crossed lovers.
		Greek	Kings						Orestes, a king of Argos and a son of Clytemnestra and Agamemnon; he killed his mother in revenge for her murder of his father
Ἀναξαγόρας	Anaxagoras	Greek	Kings			Anaxagoras	Ἀναξαγόρας	, a king of Argos	Anaxagoras (Ἀναξαγόρας), a king of Argos
		Greek	Other deities						Muses worshiped at Delphi, daughters of Apollo
	Procrustes	Greek	mythological figures			Procrustes			Procrustes — A rogue smith and bandit from Attica who attacked people.
		Greek	Amazons						
Τρίτων	Triton	Greek	Sea deities			Triton	Τρίτων	, fish-tailed son and herald of Poseidon	Triton (Τρίτων), fish-tailed son and herald of Poseidon
Ἀτρεύς	Atreus	Greek	Kings			Atreus	Ἀτρεύς	, a king of Mycenae and father of Agamemnon and Menelaus	Atreus (Ἀτρεύς), a king of Mycenae and father of Agamemnon and Menelaus
Ἀγαμήδη	Agamede	Greek	mythological figures			Agamede	Ἀγαμήδη	 — the name of several mythological figures.	Agamede (Ἀγαμήδη) — the name of several mythological figures.
Ἀρισταῖος	Aristaeus	Greek	Deified mortals			Aristaeus	Ἀρισταῖος	, a Thessalian hero, his inventions saw him immortalised as the god of bee-keeping, cheese-making, herding, olive-growing, and hunting	Aristaeus (Ἀρισταῖος), a Thessalian hero, his inventions saw him immortalised as the god of bee-keeping, cheese-making, herding, olive-growing, and hunting
Ἰασώ	Iaso	Greek	Agricultural deities			Iaso	Ἰασώ	, goddess of cures, remedies, and modes of healing	Iaso (Ἰασώ), goddess of cures, remedies, and modes of healing
Ὠκεανός	Oceanus	Greek	Sea deities			Oceanus	Ὠκεανός	, Titan god of the Earth-encircling river Oceanus (the ocean), the fountain of all the Earth's fresh water	Oceanus (Ὠκεανός), Titan god of the Earth-encircling river Oceanus (the ocean), the fountain of all the Earth's fresh water
Λαμψάκη	Lampsace	Greek	Deified mortals			Lampsace	Λαμψάκη	, a semi-historical Bebrycian princess honored as goddess for her assistance to the Greeks	Lampsace (Λαμψάκη), a semi-historical Bebrycian princess honored as goddess for her assistance to the Greeks
Νέμεσις	Nemesis	Greek	Spirits			Nemesis	Νέμεσις	, goddess of revenge, balance, righteous indignation, and retribution	Nemesis (Νέμεσις), goddess of revenge, balance, righteous indignation, and retribution
	Icarius	Greek	mythological figures			Icarius			Icarius — The name of several mythological figures.
		Greek	Rustic deities						The goddesses of the natural portions of time and the times of day
		Greek	Kings						Cresphontes, a king of Messene and descendent of Heracles
	Philemon	Greek	mythological figures			Philemon			Philemon — A virtuous old man who was rewarded by Zeus.
		Greek	Kings						Catreus, a king of Crete, prophesied to die at the hands of his own son
		Greek	Kings						Polybus of Corinth, a king of Corinth
		Greek	Notable women						Polyxena, the youngest daughter of Priam, sacrificed to the ghost of Achilles
		Greek	Kings						Sisyphus, a king of Thessaly who attempted to cheat death and was sentenced to an eternity of rolling a boulder up a hill, only to watch it roll back down
	Iphicles	Greek	mythological figures			Iphicles			Iphicles — The name of several mythological figures.
Κόμος	Comus	Greek	Rustic deities			Comus	Κόμος	, god of revelry, merrymaking, and festivity	Comus (Κόμος), god of revelry, merrymaking, and festivity
		Greek							
Θαῦμας	Thaumas	Greek	Sea deities			Thaumas	Θαῦμας	, god of the wonders of the sea	Thaumas (Θαῦμας), god of the wonders of the sea
Ηωσφόρος	Eosphorus	Greek	Sky deities			Eosphorus	Ηωσφόρος	, god of Venus the morning star	Eosphorus (Ηωσφόρος), god of Venus the morning star
Κυμοπόλεια	Cymopoleia	Greek	Sea deities			Cymopoleia	Κυμοπόλεια	, a daughter of Poseidon married to the Giant Briareus	Cymopoleia (Κυμοπόλεια), a daughter of Poseidon married to the Giant Briareus
	Dius	Greek	mythological figures			Dius			Dius — The name of several mythological figures.
		Greek	Notable women						Jocasta, mother and wife of Oedipus
	Leucophrye	Greek	mythological figures			Leucophrye			Leucophrye — Daughter of Mandrolytus; she betrayed her city for the love of a man.
	Peisidice	Greek	mythological figures			Peisidice			Peisidice — The name of several mythological figures.
